GEOID,Census_Tract,County,State,Total,Total_Owner,Owner_plumbing,Owner_no_plumbing,Total_Renter,Renter_plumbing,Renter_no_plumbing
36081000101,Census Tract 1.01, Queens, New York,2204,532,532,0,1672,1672,0,
36081000102,Census Tract 1.02, Queens, New York,2320,51,51,0,2269,2269,0,
36081000103,Census Tract 1.03, Queens, New York,0,0,0,0,0,0,0,
36081000104,Census Tract 1.04, Queens, New York,0,0,0,0,0,0,0,
36081000200,Census Tract 2, Queens, New York,824,436,436,0,388,388,0,
36081000400,Census Tract 4, Queens, New York,1077,477,477,0,600,600,0,
36081000600,Census Tract 6, Queens, New York,956,527,519,8,429,410,19,
36081000701,Census Tract 7.01, Queens, New York,1193,614,614,0,579,579,0,
36081000702,Census Tract 7.02, Queens, New York,1538,339,339,0,1199,1184,15,
36081000800,Census Tract 8, Queens, New York,910,645,645,0,265,265,0,
36081001000,Census Tract 10, Queens, New York,987,464,464,0,523,523,0,
36081001200,Census Tract 12, Queens, New York,1139,329,329,0,810,810,0,
36081001400,Census Tract 14, Queens, New York,1193,617,617,0,576,576,0,
36081001600,Census Tract 16, Queens, New York,730,470,470,0,260,260,0,
36081001800,Census Tract 18, Queens, New York,817,455,455,0,362,362,0,
36081001901,Census Tract 19.01, Queens, New York,489,122,122,0,367,367,0,
36081001902,Census Tract 19.02, Queens, New York,1727,312,312,0,1415,1415,0,
36081001903,Census Tract 19.03, Queens, New York,670,59,59,0,611,611,0,
36081002000,Census Tract 20, Queens, New York,435,223,223,0,212,212,0,
36081002200,Census Tract 22, Queens, New York,713,258,258,0,455,455,0,
36081002400,Census Tract 24, Queens, New York,639,319,319,0,320,320,0,
36081002500,Census Tract 25, Queens, New York,3367,31,31,0,3336,3336,0,
36081002600,Census Tract 26, Queens, New York,648,507,507,0,141,141,0,
36081002800,Census Tract 28, Queens, New York,1107,362,362,0,745,727,18,
36081003000,Census Tract 30, Queens, New York,409,274,274,0,135,135,0,
36081003100,Census Tract 31, Queens, New York,489,45,45,0,444,431,13,
36081003200,Census Tract 32, Queens, New York,513,325,325,0,188,188,0,
36081003301,Census Tract 33.01, Queens, New York,1258,58,58,0,1200,1200,0,
36081003302,Census Tract 33.02, Queens, New York,451,120,120,0,331,331,0,
36081003400,Census Tract 34, Queens, New York,667,337,337,0,330,330,0,
36081003600,Census Tract 36, Queens, New York,991,391,391,0,600,600,0,
36081003700,Census Tract 37, Queens, New York,0,0,0,0,0,0,0,
36081003800,Census Tract 38, Queens, New York,704,196,196,0,508,508,0,
36081003900,Census Tract 39, Queens, New York,473,36,36,0,437,437,0,
36081004001,Census Tract 40.01, Queens, New York,610,285,285,0,325,325,0,
36081004002,Census Tract 40.02, Queens, New York,415,181,181,0,234,234,0,
36081004200,Census Tract 42, Queens, New York,1112,529,529,0,583,558,25,
36081004300,Census Tract 43, Queens, New York,1074,0,0,0,1074,1074,0,
36081004401,Census Tract 44.01, Queens, New York,911,373,366,7,538,538,0,
36081004500,Census Tract 45, Queens, New York,1554,1139,1139,0,415,415,0,
36081004700,Census Tract 47, Queens, New York,1658,122,114,8,1536,1508,28,
36081005000,Census Tract 50, Queens, New York,0,0,0,0,0,0,0,
36081005100,Census Tract 51, Queens, New York,663,89,89,0,574,574,0,
36081005200,Census Tract 52, Queens, New York,797,293,293,0,504,504,0,
36081005300,Census Tract 53, Queens, New York,2373,352,352,0,2021,2021,0,
36081005400,Census Tract 54, Queens, New York,1891,1065,1065,0,826,826,0,
36081005500,Census Tract 55, Queens, New York,372,50,50,0,322,322,0,
36081005700,Census Tract 57, Queens, New York,1653,85,85,0,1568,1556,12,
36081005800,Census Tract 58, Queens, New York,1900,1119,1119,0,781,775,6,
36081005900,Census Tract 59, Queens, New York,1567,263,263,0,1304,1294,10,
36081006100,Census Tract 61, Queens, New York,2644,212,212,0,2432,2432,0,
36081006201,Census Tract 62.01, Queens, New York,3011,2718,2718,0,293,293,0,
36081006202,Census Tract 62.02, Queens, New York,2195,832,832,0,1363,1363,0,
36081006300,Census Tract 63, Queens, New York,2656,266,266,0,2390,2375,15,
36081006501,Census Tract 65.01, Queens, New York,1597,132,132,0,1465,1465,0,
36081006502,Census Tract 65.02, Queens, New York,1788,212,212,0,1576,1559,17,
36081006900,Census Tract 69, Queens, New York,1628,251,251,0,1377,1377,0,
36081007100,Census Tract 71, Queens, New York,1699,137,137,0,1562,1562,0,
36081007300,Census Tract 73, Queens, New York,2036,213,213,0,1823,1823,0,
36081007500,Census Tract 75, Queens, New York,2189,461,461,0,1728,1728,0,
36081007700,Census Tract 77, Queens, New York,796,104,104,0,692,692,0,
36081007900,Census Tract 79, Queens, New York,1192,360,360,0,832,832,0,
36081008100,Census Tract 81, Queens, New York,566,103,103,0,463,463,0,
36081008300,Census Tract 83, Queens, New York,976,126,126,0,850,850,0,
36081008500,Census Tract 85, Queens, New York,316,44,34,10,272,272,0,
36081008600,Census Tract 86, Queens, New York,914,614,614,0,300,300,0,
36081008700,Census Tract 87, Queens, New York,1516,0,0,0,1516,1516,0,
36081008800,Census Tract 88, Queens, New York,1143,832,832,0,311,311,0,
36081009100,Census Tract 91, Queens, New York,1120,444,444,0,676,676,0,
36081009400,Census Tract 94, Queens, New York,671,368,368,0,303,303,0,
36081009500,Census Tract 95, Queens, New York,841,219,219,0,622,622,0,
36081009600,Census Tract 96, Queens, New York,870,678,678,0,192,192,0,
36081009700,Census Tract 97, Queens, New York,1505,377,377,0,1128,1128,0,
36081009800,Census Tract 98, Queens, New York,653,286,286,0,367,367,0,
36081009900,Census Tract 99, Queens, New York,0,0,0,0,0,0,0,
36081010000,Census Tract 100, Queens, New York,1178,924,924,0,254,254,0,
36081010100,Census Tract 101, Queens, New York,993,330,322,8,663,663,0,
36081010200,Census Tract 102, Queens, New York,739,474,474,0,265,249,16,
36081010300,Census Tract 103, Queens, New York,1897,501,501,0,1396,1396,0,
36081010400,Census Tract 104, Queens, New York,967,592,592,0,375,375,0,
36081010500,Census Tract 105, Queens, New York,1642,185,185,0,1457,1457,0,
36081010600,Census Tract 106, Queens, New York,979,674,674,0,305,305,0,
36081010701,Census Tract 107.01, Queens, New York,0,0,0,0,0,0,0,
36081010800,Census Tract 108, Queens, New York,827,448,448,0,379,379,0,
36081011000,Census Tract 110, Queens, New York,735,353,353,0,382,365,17,
36081011100,Census Tract 111, Queens, New York,1245,360,360,0,885,885,0,
36081011200,Census Tract 112, Queens, New York,711,372,372,0,339,330,9,
36081011300,Census Tract 113, Queens, New York,1750,402,402,0,1348,1348,0,
36081011400,Census Tract 114, Queens, New York,348,146,146,0,202,202,0,
36081011500,Census Tract 115, Queens, New York,1128,320,294,26,808,808,0,
36081011600,Census Tract 116, Queens, New York,606,262,262,0,344,344,0,
36081011700,Census Tract 117, Queens, New York,1467,396,396,0,1071,1071,0,
36081011800,Census Tract 118, Queens, New York,641,360,360,0,281,281,0,
36081011900,Census Tract 119, Queens, New York,639,114,114,0,525,522,3,
36081012000,Census Tract 120, Queens, New York,591,298,298,0,293,293,0,
36081012100,Census Tract 121, Queens, New York,816,311,311,0,505,505,0,
36081012200,Census Tract 122, Queens, New York,673,380,380,0,293,293,0,
36081012301,Census Tract 123.01, Queens, New York,1153,472,472,0,681,681,0,
36081012400,Census Tract 124, Queens, New York,858,314,314,0,544,544,0,
36081012500,Census Tract 125, Queens, New York,664,91,91,0,573,573,0,
36081012601,Census Tract 126.01, Queens, New York,724,328,328,0,396,396,0,
36081012602,Census Tract 126.02, Queens, New York,754,384,379,5,370,370,0,
36081012800,Census Tract 128, Queens, New York,737,372,372,0,365,365,0,
36081013000,Census Tract 130, Queens, New York,614,248,248,0,366,366,0,
36081013200,Census Tract 132, Queens, New York,654,286,286,0,368,368,0,
36081013400,Census Tract 134, Queens, New York,2133,691,691,0,1442,1442,0,
36081013500,Census Tract 135, Queens, New York,483,286,286,0,197,197,0,
36081013600,Census Tract 136, Queens, New York,781,313,313,0,468,468,0,
36081013700,Census Tract 137, Queens, New York,778,182,182,0,596,596,0,
36081013800,Census Tract 138, Queens, New York,1442,647,647,0,795,795,0,
36081014000,Census Tract 140, Queens, New York,1157,551,551,0,606,606,0,
36081014100,Census Tract 141, Queens, New York,684,94,94,0,590,590,0,
36081014201,Census Tract 142.01, Queens, New York,1340,469,469,0,871,871,0,
36081014202,Census Tract 142.02, Queens, New York,647,251,251,0,396,396,0,
36081014300,Census Tract 143, Queens, New York,1534,186,186,0,1348,1348,0,
36081014400,Census Tract 144, Queens, New York,538,197,197,0,341,341,0,
36081014500,Census Tract 145, Queens, New York,886,235,235,0,651,651,0,
36081014700,Census Tract 147, Queens, New York,1286,220,220,0,1066,1066,0,
36081014800,Census Tract 148, Queens, New York,450,306,306,0,144,144,0,
36081014900,Census Tract 149, Queens, New York,812,33,33,0,779,779,0,
36081015000,Census Tract 150, Queens, New York,615,398,393,5,217,217,0,
36081015100,Census Tract 151, Queens, New York,1185,261,261,0,924,924,0,
36081015200,Census Tract 152, Queens, New York,746,393,393,0,353,330,23,
36081015300,Census Tract 153, Queens, New York,807,108,108,0,699,699,0,
36081015400,Census Tract 154, Queens, New York,531,245,245,0,286,286,0,
36081015500,Census Tract 155, Queens, New York,801,185,181,4,616,616,0,
36081015600,Census Tract 156, Queens, New York,738,471,471,0,267,267,0,
36081015700,Census Tract 157, Queens, New York,588,16,10,6,572,572,0,
36081015801,Census Tract 158.01, Queens, New York,1034,774,774,0,260,260,0,
36081015802,Census Tract 158.02, Queens, New York,1198,738,738,0,460,460,0,
36081015900,Census Tract 159, Queens, New York,1589,165,165,0,1424,1424,0,
36081016100,Census Tract 161, Queens, New York,760,153,153,0,607,607,0,
36081016300,Census Tract 163, Queens, New York,1665,91,91,0,1574,1574,0,
36081016400,Census Tract 164, Queens, New York,948,767,767,0,181,181,0,
36081016600,Census Tract 166, Queens, New York,1043,641,641,0,402,402,0,
36081016800,Census Tract 168, Queens, New York,861,618,618,0,243,243,0,
36081016900,Census Tract 169, Queens, New York,2557,970,970,0,1587,1572,15,
36081017000,Census Tract 170, Queens, New York,701,566,566,0,135,135,0,
36081017101,Census Tract 171.01, Queens, New York,0,0,0,0,0,0,0,
36081017102,Census Tract 171.02, Queens, New York,0,0,0,0,0,0,0,
36081017200,Census Tract 172, Queens, New York,590,483,466,17,107,107,0,
36081017400,Census Tract 174, Queens, New York,652,538,538,0,114,114,0,
36081017600,Census Tract 176, Queens, New York,579,395,395,0,184,176,8,
36081017800,Census Tract 178, Queens, New York,581,464,464,0,117,117,0,
36081017901,Census Tract 179.01, Queens, New York,429,44,44,0,385,385,0,
36081017902,Census Tract 179.02, Queens, New York,5,5,5,0,0,0,0,
36081018000,Census Tract 180, Queens, New York,360,242,242,0,118,118,0,
36081018101,Census Tract 181.01, Queens, New York,1721,110,110,0,1611,1591,20,
36081018102,Census Tract 181.02, Queens, New York,1685,250,250,0,1435,1435,0,
36081018200,Census Tract 182, Queens, New York,671,531,531,0,140,140,0,
36081018300,Census Tract 183, Queens, New York,2586,803,803,0,1783,1783,0,
36081018401,Census Tract 184.01, Queens, New York,645,361,361,0,284,284,0,
36081018402,Census Tract 184.02, Queens, New York,613,478,478,0,135,135,0,
36081018501,Census Tract 185.01, Queens, New York,1616,667,667,0,949,949,0,
36081018502,Census Tract 185.02, Queens, New York,1505,332,332,0,1173,1173,0,
36081018600,Census Tract 186, Queens, New York,545,403,388,15,142,142,0,
36081018700,Census Tract 187, Queens, New York,985,431,431,0,554,554,0,
36081018800,Census Tract 188, Queens, New York,402,254,254,0,148,148,0,
36081018900,Census Tract 189, Queens, New York,1198,326,326,0,872,872,0,
36081019000,Census Tract 190, Queens, New York,749,556,556,0,193,193,0,
36081019200,Census Tract 192, Queens, New York,611,411,411,0,200,200,0,
36081019400,Census Tract 194, Queens, New York,798,599,599,0,199,199,0,
36081019600,Census Tract 196, Queens, New York,762,332,332,0,430,430,0,
36081019800,Census Tract 198, Queens, New York,822,362,362,0,460,460,0,
36081019901,Census Tract 199.01, Queens, New York,98,23,23,0,75,75,0,
36081019902,Census Tract 199.02, Queens, New York,0,0,0,0,0,0,0,
36081019903,Census Tract 199.03, Queens, New York,0,0,0,0,0,0,0,
36081020200,Census Tract 202, Queens, New York,396,339,339,0,57,57,0,
36081020400,Census Tract 204, Queens, New York,698,214,214,0,484,484,0,
36081020500,Census Tract 205, Queens, New York,390,174,174,0,216,216,0,
36081020600,Census Tract 206, Queens, New York,423,163,163,0,260,260,0,
36081020800,Census Tract 208, Queens, New York,782,313,313,0,469,469,0,
36081021200,Census Tract 212, Queens, New York,675,167,167,0,508,508,0,
36081021400,Census Tract 214, Queens, New York,2167,646,646,0,1521,1521,0,
36081021601,Census Tract 216.01, Queens, New York,1307,633,633,0,674,667,7,
36081021602,Census Tract 216.02, Queens, New York,547,207,207,0,340,340,0,
36081021603,Census Tract 216.03, Queens, New York,0,0,0,0,0,0,0,
36081021900,Census Tract 219, Queens, New York,0,0,0,0,0,0,0,
36081022001,Census Tract 220.01, Queens, New York,2670,475,475,0,2195,2195,0,
36081022002,Census Tract 220.02, Queens, New York,2671,1164,1164,0,1507,1507,0,
36081022900,Census Tract 229, Queens, New York,0,0,0,0,0,0,0,
36081023000,Census Tract 230, Queens, New York,552,378,378,0,174,174,0,
36081023200,Census Tract 232, Queens, New York,2059,744,744,0,1315,1315,0,
36081023501,Census Tract 235.01, Queens, New York,1637,145,129,16,1492,1492,0,
36081023502,Census Tract 235.02, Queens, New York,1078,48,48,0,1030,1030,0,
36081023600,Census Tract 236, Queens, New York,807,150,150,0,657,657,0,
36081023800,Census Tract 238, Queens, New York,1493,94,94,0,1399,1399,0,
36081024000,Census Tract 240, Queens, New York,2259,177,177,0,2082,2082,0,
36081024300,Census Tract 243, Queens, New York,1910,1240,1232,8,670,670,0,
36081024500,Census Tract 245, Queens, New York,2024,908,908,0,1116,1116,0,
36081024600,Census Tract 246, Queens, New York,0,0,0,0,0,0,0,
36081024700,Census Tract 247, Queens, New York,469,119,119,0,350,350,0,
36081024900,Census Tract 249, Queens, New York,1839,447,447,0,1392,1392,0,
36081025100,Census Tract 251, Queens, New York,2423,1219,1219,0,1204,1204,0,
36081025301,Census Tract 253.01, Queens, New York,1792,161,161,0,1631,1631,0,
36081025302,Census Tract 253.02, Queens, New York,1199,203,203,0,996,996,0,
36081025401,Census Tract 254.01, Queens, New York,937,388,388,0,549,549,0,
36081025402,Census Tract 254.02, Queens, New York,1973,408,408,0,1565,1565,0,
36081025500,Census Tract 255, Queens, New York,480,147,147,0,333,326,7,
36081025700,Census Tract 257, Queens, New York,573,328,323,5,245,245,0,
36081025800,Census Tract 258, Queens, New York,497,345,345,0,152,152,0,
36081025900,Census Tract 259, Queens, New York,1219,327,311,16,892,892,0,
36081026000,Census Tract 260, Queens, New York,702,157,157,0,545,539,6,
36081026100,Census Tract 261, Queens, New York,2246,193,193,0,2053,2053,0,
36081026200,Census Tract 262, Queens, New York,385,252,252,0,133,133,0,
36081026300,Census Tract 263, Queens, New York,2060,526,526,0,1534,1534,0,
36081026400,Census Tract 264, Queens, New York,837,337,337,0,500,500,0,
36081026501,Census Tract 265.01, Queens, New York,1032,187,187,0,845,845,0,
36081026502,Census Tract 265.02, Queens, New York,342,45,45,0,297,297,0,
36081026600,Census Tract 266, Queens, New York,720,226,226,0,494,494,0,
36081026700,Census Tract 267, Queens, New York,2182,319,319,0,1863,1863,0,
36081026901,Census Tract 269.01, Queens, New York,1577,239,239,0,1338,1338,0,
36081026902,Census Tract 269.02, Queens, New York,1161,364,364,0,797,797,0,
36081027000,Census Tract 270, Queens, New York,407,316,302,14,91,91,0,
36081027101,Census Tract 271.01, Queens, New York,2002,685,685,0,1317,1317,0,
36081027102,Census Tract 271.02, Queens, New York,1029,77,77,0,952,952,0,
36081027200,Census Tract 272, Queens, New York,595,393,393,0,202,202,0,
36081027301,Census Tract 273.01, Queens, New York,762,67,67,0,695,695,0,
36081027302,Census Tract 273.02, Queens, New York,1462,228,228,0,1234,1234,0,
36081027400,Census Tract 274, Queens, New York,621,551,551,0,70,70,0,
36081027500,Census Tract 275, Queens, New York,2147,957,957,0,1190,1190,0,
36081027600,Census Tract 276, Queens, New York,413,339,339,0,74,74,0,
36081027701,Census Tract 277.01, Queens, New York,1258,294,294,0,964,964,0,
36081027702,Census Tract 277.02, Queens, New York,1604,521,521,0,1083,1083,0,
36081027800,Census Tract 278, Queens, New York,890,254,254,0,636,624,12,
36081027900,Census Tract 279, Queens, New York,2333,777,777,0,1556,1556,0,
36081028000,Census Tract 280, Queens, New York,484,266,266,0,218,218,0,
36081028100,Census Tract 281, Queens, New York,2293,981,935,46,1312,1312,0,
36081028200,Census Tract 282, Queens, New York,524,286,286,0,238,227,11,
36081028300,Census Tract 283, Queens, New York,3155,902,902,0,2253,2253,0,
36081028400,Census Tract 284, Queens, New York,1241,747,728,19,494,494,0,
36081028500,Census Tract 285, Queens, New York,1989,899,899,0,1090,1090,0,
36081028700,Census Tract 287, Queens, New York,2915,1049,1049,0,1866,1866,0,
36081028801,Census Tract 288.01, Queens, New York,718,488,475,13,230,230,0,
36081028802,Census Tract 288.02, Queens, New York,616,492,492,0,124,124,0,
36081028803,Census Tract 288.03, Queens, New York,0,0,0,0,0,0,0,
36081028900,Census Tract 289, Queens, New York,1830,567,567,0,1263,1263,0,
36081029100,Census Tract 291, Queens, New York,2224,644,644,0,1580,1580,0,
36081029300,Census Tract 293, Queens, New York,340,133,133,0,207,207,0,
36081029400,Census Tract 294, Queens, New York,2260,906,906,0,1354,1354,0,
36081029500,Census Tract 295, Queens, New York,1624,910,900,10,714,714,0,
36081029700,Census Tract 297, Queens, New York,644,351,351,0,293,293,0,
36081029900,Census Tract 299, Queens, New York,0,0,0,0,0,0,0,
36081030600,Census Tract 306, Queens, New York,1304,989,989,0,315,296,19,
36081030903,Census Tract 309.03, Queens, New York,1703,1047,1047,0,656,630,26,
36081030904,Census Tract 309.04, Queens, New York,1025,396,396,0,629,629,0,
36081030905,Census Tract 309.05, Queens, New York,1030,392,392,0,638,638,0,
36081030906,Census Tract 309.06, Queens, New York,1109,318,318,0,791,791,0,
36081031700,Census Tract 317, Queens, New York,2073,1230,1230,0,843,843,0,
36081032000,Census Tract 320, Queens, New York,1063,530,530,0,533,533,0,
36081032700,Census Tract 327, Queens, New York,873,364,358,6,509,509,0,
36081032800,Census Tract 328, Queens, New York,786,480,480,0,306,306,0,
36081032900,Census Tract 329, Queens, New York,897,660,660,0,237,237,0,
36081033000,Census Tract 330, Queens, New York,2035,1466,1466,0,569,569,0,
36081033100,Census Tract 331, Queens, New York,0,0,0,0,0,0,0,
36081033401,Census Tract 334.01, Queens, New York,1205,741,741,0,464,464,0,
36081033403,Census Tract 334.03, Queens, New York,2171,277,277,0,1894,1894,0,
36081033404,Census Tract 334.04, Queens, New York,2571,278,278,0,2293,2293,0,
36081033405,Census Tract 334.05, Queens, New York,1518,533,533,0,985,985,0,
36081033700,Census Tract 337, Queens, New York,835,641,641,0,194,194,0,
36081033900,Census Tract 339, Queens, New York,1047,689,689,0,358,358,0,
36081034700,Census Tract 347, Queens, New York,889,399,399,0,490,479,11,
36081035100,Census Tract 351, Queens, New York,1381,984,984,0,397,397,0,
36081035200,Census Tract 352, Queens, New York,865,729,729,0,136,136,0,
36081035300,Census Tract 353, Queens, New York,660,361,349,12,299,299,0,
36081035700,Census Tract 357, Queens, New York,899,499,499,0,400,400,0,
36081035800,Census Tract 358, Queens, New York,1317,773,773,0,544,544,0,
36081036100,Census Tract 361, Queens, New York,634,264,264,0,370,370,0,
36081036300,Census Tract 363, Queens, New York,489,208,208,0,281,266,15,
36081036500,Census Tract 365, Queens, New York,785,380,380,0,405,405,0,
36081036600,Census Tract 366, Queens, New York,1005,619,619,0,386,386,0,
36081036700,Census Tract 367, Queens, New York,650,384,384,0,266,266,0,
36081036800,Census Tract 368, Queens, New York,742,578,578,0,164,164,0,
36081037100,Census Tract 371, Queens, New York,467,401,401,0,66,66,0,
36081037300,Census Tract 373, Queens, New York,551,236,230,6,315,315,0,
36081037501,Census Tract 375.01, Queens, New York,285,75,75,0,210,201,9,
36081037502,Census Tract 375.02, Queens, New York,615,152,152,0,463,463,0,
36081037600,Census Tract 376, Queens, New York,1816,1269,1269,0,547,547,0,
36081037700,Census Tract 377, Queens, New York,742,214,214,0,528,528,0,
36081037900,Census Tract 379, Queens, New York,1408,265,265,0,1143,1118,25,
36081038100,Census Tract 381, Queens, New York,1621,595,595,0,1026,1026,0,
36081038301,Census Tract 383.01, Queens, New York,0,0,0,0,0,0,0,
36081038302,Census Tract 383.02, Queens, New York,0,0,0,0,0,0,0,
36081038400,Census Tract 384, Queens, New York,718,557,557,0,161,161,0,
36081039400,Census Tract 394, Queens, New York,847,589,589,0,258,258,0,
36081039800,Census Tract 398, Queens, New York,488,407,407,0,81,81,0,
36081039901,Census Tract 399.01, Queens, New York,529,159,159,0,370,370,0,
36081039902,Census Tract 399.02, Queens, New York,378,53,53,0,325,325,0,
36081040000,Census Tract 400, Queens, New York,462,381,381,0,81,81,0,
36081040101,Census Tract 401.01, Queens, New York,680,228,228,0,452,452,0,
36081040102,Census Tract 401.02, Queens, New York,1210,196,196,0,1014,1014,0,
36081040200,Census Tract 402, Queens, New York,486,452,452,0,34,34,0,
36081040301,Census Tract 403.01, Queens, New York,711,74,74,0,637,637,0,
36081040302,Census Tract 403.02, Queens, New York,1009,301,301,0,708,708,0,
36081040400,Census Tract 404, Queens, New York,1388,825,825,0,563,563,0,
36081040501,Census Tract 405.01, Queens, New York,240,25,25,0,215,215,0,
36081040502,Census Tract 405.02, Queens, New York,468,50,50,0,418,418,0,
36081040701,Census Tract 407.01, Queens, New York,890,12,12,0,878,878,0,
36081040702,Census Tract 407.02, Queens, New York,907,212,212,0,695,695,0,
36081040901,Census Tract 409.01, Queens, New York,324,114,114,0,210,210,0,
36081040902,Census Tract 409.02, Queens, New York,658,49,49,0,609,609,0,
36081041100,Census Tract 411, Queens, New York,1080,415,415,0,665,665,0,
36081041300,Census Tract 413, Queens, New York,969,266,266,0,703,703,0,
36081041400,Census Tract 414, Queens, New York,1383,713,713,0,670,670,0,
36081041500,Census Tract 415, Queens, New York,1239,346,346,0,893,893,0,
36081042400,Census Tract 424, Queens, New York,803,651,651,0,152,152,0,
36081042600,Census Tract 426, Queens, New York,0,0,0,0,0,0,0,
36081042700,Census Tract 427, Queens, New York,1372,277,258,19,1095,1095,0,
36081043200,Census Tract 432, Queens, New York,372,279,279,0,93,93,0,
36081043400,Census Tract 434, Queens, New York,555,488,488,0,67,67,0,
36081043701,Census Tract 437.01, Queens, New York,702,155,155,0,547,547,0,
36081043702,Census Tract 437.02, Queens, New York,2109,825,825,0,1284,1284,0,
36081043900,Census Tract 439, Queens, New York,1007,233,219,14,774,774,0,
36081044000,Census Tract 440, Queens, New York,1128,443,443,0,685,685,0,
36081044301,Census Tract 443.01, Queens, New York,1244,78,78,0,1166,1166,0,
36081044302,Census Tract 443.02, Queens, New York,1222,417,417,0,805,805,0,
36081044400,Census Tract 444, Queens, New York,990,323,323,0,667,667,0,
36081044601,Census Tract 446.01, Queens, New York,1178,235,235,0,943,943,0,
36081044602,Census Tract 446.02, Queens, New York,1368,196,196,0,1172,1172,0,
36081044800,Census Tract 448, Queens, New York,841,287,287,0,554,554,0,
36081045000,Census Tract 450, Queens, New York,564,349,349,0,215,215,0,
36081045200,Census Tract 452, Queens, New York,187,113,113,0,74,74,0,
36081045400,Census Tract 454, Queens, New York,1431,666,666,0,765,765,0,
36081045500,Census Tract 455, Queens, New York,4511,0,0,0,4511,4511,0,
36081045600,Census Tract 456, Queens, New York,442,392,390,2,50,50,0,
36081045700,Census Tract 457, Queens, New York,1055,438,438,0,617,617,0,
36081045800,Census Tract 458, Queens, New York,665,302,302,0,363,363,0,
36081045900,Census Tract 459, Queens, New York,999,412,412,0,587,586,1,
36081046000,Census Tract 460, Queens, New York,1939,317,317,0,1622,1622,0,
36081046100,Census Tract 461, Queens, New York,711,173,173,0,538,538,0,
36081046200,Census Tract 462, Queens, New York,2144,617,617,0,1527,1527,0,
36081046300,Census Tract 463, Queens, New York,1020,372,372,0,648,648,0,
36081046400,Census Tract 464, Queens, New York,537,245,245,0,292,292,0,
36081046500,Census Tract 465, Queens, New York,976,275,275,0,701,677,24,
36081046600,Census Tract 466, Queens, New York,1308,451,451,0,857,857,0,
36081046700,Census Tract 467, Queens, New York,1870,170,170,0,1700,1700,0,
36081046800,Census Tract 468, Queens, New York,978,448,448,0,530,530,0,
36081046901,Census Tract 469.01, Queens, New York,1434,590,590,0,844,836,8,
36081046902,Census Tract 469.02, Queens, New York,1163,154,154,0,1009,1009,0,
36081047000,Census Tract 470, Queens, New York,875,519,519,0,356,356,0,
36081047100,Census Tract 471, Queens, New York,1417,278,278,0,1139,1139,0,
36081047200,Census Tract 472, Queens, New York,1306,661,661,0,645,645,0,
36081047300,Census Tract 473, Queens, New York,1681,582,582,0,1099,1099,0,
36081047500,Census Tract 475, Queens, New York,1451,476,476,0,975,975,0,
36081047600,Census Tract 476, Queens, New York,505,402,402,0,103,103,0,
36081047801,Census Tract 478.01, Queens, New York,1795,1350,1350,0,445,445,0,
36081047802,Census Tract 478.02, Queens, New York,401,87,87,0,314,314,0,
36081047900,Census Tract 479, Queens, New York,1751,658,648,10,1093,1046,47,
36081048000,Census Tract 480, Queens, New York,656,494,494,0,162,162,0,
36081048100,Census Tract 481, Queens, New York,2088,705,705,0,1383,1383,0,
36081048200,Census Tract 482, Queens, New York,422,233,233,0,189,189,0,
36081048301,Census Tract 483.01, Queens, New York,629,267,267,0,362,362,0,
36081048302,Census Tract 483.02, Queens, New York,548,117,117,0,431,431,0,
36081048400,Census Tract 484, Queens, New York,1387,947,947,0,440,440,0,
36081048500,Census Tract 485, Queens, New York,1450,642,642,0,808,808,0,
36081048900,Census Tract 489, Queens, New York,421,188,188,0,233,233,0,
36081049201,Census Tract 492.01, Queens, New York,1220,75,75,0,1145,1145,0,
36081049202,Census Tract 492.02, Queens, New York,590,449,449,0,141,141,0,
36081049301,Census Tract 493.01, Queens, New York,690,417,417,0,273,273,0,
36081049302,Census Tract 493.02, Queens, New York,969,512,512,0,457,457,0,
36081049500,Census Tract 495, Queens, New York,508,215,215,0,293,293,0,
36081049600,Census Tract 496, Queens, New York,889,742,742,0,147,147,0,
36081049700,Census Tract 497, Queens, New York,915,473,473,0,442,442,0,
36081049900,Census Tract 499, Queens, New York,1622,764,764,0,858,858,0,
36081050000,Census Tract 500, Queens, New York,1513,139,139,0,1374,1374,0,
36081050201,Census Tract 502.01, Queens, New York,411,301,301,0,110,110,0,
36081050202,Census Tract 502.02, Queens, New York,394,318,318,0,76,76,0,
36081050400,Census Tract 504, Queens, New York,523,341,341,0,182,182,0,
36081050500,Census Tract 505, Queens, New York,525,311,311,0,214,214,0,
36081050600,Census Tract 506, Queens, New York,446,359,359,0,87,87,0,
36081050700,Census Tract 507, Queens, New York,1310,623,594,29,687,687,0,
36081050800,Census Tract 508, Queens, New York,680,388,382,6,292,292,0,
36081051000,Census Tract 510, Queens, New York,451,378,373,5,73,73,0,
36081051100,Census Tract 511, Queens, New York,716,451,451,0,265,265,0,
36081051200,Census Tract 512, Queens, New York,649,497,497,0,152,152,0,
36081051300,Census Tract 513, Queens, New York,794,537,537,0,257,257,0,
36081051500,Census Tract 515, Queens, New York,1153,835,835,0,318,318,0,
36081051600,Census Tract 516, Queens, New York,553,434,434,0,119,119,0,
36081051700,Census Tract 517, Queens, New York,740,398,398,0,342,342,0,
36081051800,Census Tract 518, Queens, New York,618,491,491,0,127,127,0,
36081052000,Census Tract 520, Queens, New York,428,293,293,0,135,135,0,
